attack,file_name,csv_name,dataset_name,model_name,adv_size,success_rate,L2,L1,Linf,L0,mse,uqi,ergas,sam,scc,vifp,rase,psnrb,magnet_det,squeezer_det,is_succ,cifar_idx
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.3920923761217439,53.49222944576622,0.14415227922738771,3050.0,0.000630833718638113,0.9980590898785486,2712.4666164157043,0.04256853229094576,0.9139692199790446,0.9912606643869651,390.44758845556737,31.87290695034668,0,0,1,16
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.35447201860849,0.14415227922738771,3072.0,0.000648217691000217,0.9975572524434048,2984.533405060468,0.045012704588390046,0.8961302658401823,0.9958067175549362,429.37431171274403,31.703888650397438,1,0,1,17
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.354472018608504,0.14415227922738771,3072.0,0.000648217691000217,0.9981002119496586,2619.2685234931396,0.0437222721559078,0.8711201435599221,1.0224004285952148,376.19377859220117,31.703888650397438,0,0,1,24
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.35447201860849,0.14415227922738771,3072.0,0.000648217691000217,0.9979752110695995,2733.8132766935846,0.049797792417303914,0.7161512320012341,1.0156041953845862,392.7048818716919,31.703888650397438,0,0,1,31
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4006464411445323,53.44694002294621,0.14415227922738771,3041.0,0.0006386101735321757,0.9957585153364873,3934.216850656835,0.04692384207297628,0.8470686496604611,0.9824897040110739,566.1746753299475,31.76486580773972,0,0,1,33
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.3973104546636228,53.61798183656316,0.14415227922738771,3030.0,0.0006355717795287306,0.9988285491102147,2151.9125167105376,0.03543819614188673,0.9390061039173538,0.9878194163610342,310.6018176988385,31.76126327842222,0,0,1,37
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.35447201860849,0.14415227922738771,3072.0,0.000648217691000217,0.998608025500344,2337.159467419755,0.0459399068219663,0.8623958998892466,1.0075504600513232,336.7647025017591,31.703888650397438,1,1,1,39
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.3843976051756737,53.71955435834643,0.14415227922738771,3072.0,0.0006238791436250457,0.9933309765699185,5635.647120579861,0.05936332794636645,0.877468424408906,0.9963008771782601,812.9162422147255,31.911135595323913,0,0,1,42
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4018288052150458,53.83574617333966,0.14415227922738771,3068.0,0.0006396888018003395,0.9951576432123063,4271.497704897605,0.05833643341303702,0.8460196029911815,0.9973606265410441,613.4657210681224,31.75756851050227,0,0,1,43
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.3930753689818767,53.264962539286806,0.14415227922738771,3041.0,0.0006317249295781223,0.9985363835248489,2336.3486898293963,0.03966963663369096,0.8873524873047319,0.9816980792275486,337.3272568745049,31.81459159862758,0,0,1,45
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.410572703717996,54.33057362347221,0.14415227922738771,3072.0,0.0006476937996335604,0.9969429638506732,3423.722838191103,0.05348484611696979,0.8152401507776103,0.9943628306212123,491.43758856216,31.71400540958527,0,0,1,46
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.35447201860849,0.14415227922738771,3072.0,0.000648217691000217,0.9975459182322539,3048.793295355651,0.05794365357518635,0.8408279912506816,0.9975315638369521,436.3675436123231,31.703888650397438,0,0,1,48
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.411143063885681,54.35447201860849,0.14415227922738771,3072.0,0.000648217691000217,0.9961601345506228,3560.06529908212,0.05856495438393631,0.811351521885566,0.99115802785665,512.55632000839,31.703888650397438,0,0,1,51
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.35447201860849,0.14415227922738771,3072.0,0.000648217691000217,0.9978928657254578,2708.9914939050836,0.04788599918290026,0.5339912343546453,0.9636604196725117,391.1989260296759,31.703888650397438,0,1,1,55
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4109678999644413,54.33492927449555,0.14415227922738771,3070.0,0.0006480567756282766,0.9982923182335037,2709.616620860656,0.04661497099102929,0.958540040620654,1.001608351113616,390.7528871483182,31.704817585912984,0,0,1,56
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.3832173428860772,51.224265596608404,0.14415227922738771,2843.0,0.0006228158260614647,0.9783121491515888,9871.221787389215,0.07861173671770616,0.7993518298123288,0.9790771748227672,1417.5505498219325,24.54947689717021,0,0,1,57
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.354472018608504,0.14415227922738771,3072.0,0.000648217691000217,0.9979226115286791,2770.389796560168,0.046964465320867656,0.7902668673068427,1.000565517917167,398.6684814850488,31.703888650397438,0,0,1,59
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.401592283390252,53.641668916047166,0.14415227922738771,3055.0,0.0006394729586129884,0.9707241374533053,8976.442473039164,0.07813532620917556,0.8784996952019902,0.9815565723453507,1283.0438674557356,31.772120790617752,0,0,1,62
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4109306729457805,54.342456954518596,0.14415227922738771,3072.0,0.0006480225793812606,0.9960281707946015,4059.4559713144536,0.06607029813494286,0.9077888539540849,1.0072006863362541,582.7227154320249,31.703888650397438,0,0,1,65
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4085873404981926,54.24351505605577,0.14415227922738771,3071.0,0.000645871841084561,0.9954981838054412,3868.9710545948465,0.049697435312842014,0.8833741131559067,0.9876050407966726,558.0633888461302,31.71303560780637,0,0,1,66
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4020095500616785,53.87987588482416,0.14415227922738771,3066.0,0.0006398537690312988,0.9915376255304444,5719.535489487763,0.06648127312288554,0.8837496247707465,0.9877889312858787,819.8484845444558,31.709609999367064,0,0,1,68
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.401607173496062,52.762134744992075,0.14415227922738771,2922.0,0.0006394865458319076,0.9962153282296402,3607.0754744919814,0.046774786366662935,0.8642773211807627,0.9917914286003627,519.2139628662815,31.759108114071925,0,0,1,69
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4081998490655858,54.311297317497505,0.14415227922738771,3072.0,0.0006455165413113082,0.998725450640269,2189.23566632697,0.03848225621144625,0.5679326057095246,0.976818800174832,315.5500263453906,25.34196060999665,0,1,1,72
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.3544720186085,0.14415227922738771,3072.0,0.000648217691000217,0.998287738691595,2487.2010345748295,0.05062732183428872,0.6947705077516524,0.9860379943436207,359.320167189821,31.703888650397438,0,0,1,73
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.354472018608504,0.14415227922738771,3072.0,0.000648217691000217,0.9976709892697638,3001.8896347237046,0.05627106892208001,0.841357755335446,0.990968795435427,432.34431863156897,31.703888650397438,0,0,1,77
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4104737085566805,54.32597675408766,0.14415227922738771,3072.0,0.0006476028914484494,0.9985532305558137,2224.173843411943,0.03748858719224982,0.7570280750148889,1.0109861722289286,321.2631747686809,30.382361518291276,0,1,1,80
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.3544720186085,0.14415227922738771,3072.0,0.000648217691000217,0.9990482348839788,1837.3289688506256,0.03333300651991448,0.8233418341734214,1.0061434068721162,265.1955936889516,31.703888650397438,0,0,1,83
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.411133977295333,54.35386228763553,0.14415227922738771,3072.0,0.0006482093430590317,0.9970118838317729,3409.707948398471,0.05885019236102321,0.9460669456046933,0.9908780603320865,488.37528385867387,31.703888650397438,0,0,1,96
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.4111430638856808,54.35447201860849,0.14415227922738771,3072.0,0.000648217691000217,0.9983836750030205,2344.808630447531,0.045915499602017545,0.2853749350805262,1.0030097758243128,338.83974483180816,31.703888650397438,0,0,1,97
uni,uni0.41000.9inf_succ,gen_list_uni_inf,cifar,conv12,39,0.4588235294117647,1.3975242787307574,53.80777081009184,0.14415227922738771,3072.0,0.0006357663117323968,0.9979978725583415,2641.269382340115,0.03670853124447509,0.8157894357642319,1.0015692281474946,379.2997548820179,27.236906870441455,1,1,1,99
