L0,L1,L2,Linf,adv_size,attack,cifar_idx,csv_name,dataset_name,ergas,file_name,is_succ,magnet_det,model_name,mse,psnrb,rase,sam,scc,squeezer_det,success_rate,uqi,vifp
3070.0,195.55100582133906,4.283514463497512,0.10000005352730845,85.0,bim,18.0,gen_list_1,cifar,10119.809946167366,bim0.10.1_succ,1.0,0.0,conv12,0.005972817760088665,22.299269106696688,1460.233083942805,0.11883904199636643,0.4263405748367186,0.0,1.0,0.9700155095659141,0.9147930784067458
3072.0,201.73728003934318,4.486542984814548,0.10000005352730845,85.0,bim,19.0,gen_list_1,cifar,8613.469188686153,bim0.10.1_succ,1.0,0.0,conv12,0.006552430974800988,21.82779562852033,1239.7412734893087,0.17516287265130104,0.5461342243596664,0.0,1.0,0.9798580499783803,0.9806843489103022
3072.0,210.60002253923346,4.547272542816728,0.10000005352730845,85.0,bim,20.0,gen_list_1,cifar,9781.10545387699,bim0.10.1_succ,1.0,0.0,conv12,0.006731018092010064,21.868434863414343,1411.7628102903634,0.1599384234793141,0.5823415412556532,0.0,1.0,0.9779786074926767,0.955775120899339
3015.0,184.64513053961244,3.92753486440547,0.10000005259233358,85.0,bim,21.0,gen_list_1,cifar,5183.09597751267,bim0.10.1_succ,1.0,0.0,conv12,0.0050213314163803716,22.951890727815773,748.1169417833439,0.07617421914108087,0.34589786631157554,0.0,1.0,0.9935678664808334,0.8604739364037469
3072.0,203.58628192254724,4.511922265093313,0.10000005329356476,85.0,bim,22.0,gen_list_1,cifar,11301.491567423529,bim0.10.1_succ,1.0,0.0,conv12,0.006626771655678636,21.842251389054923,1622.4993102165613,0.26705241000966146,0.26348851200924234,0.0,1.0,0.9576224508571373,0.9968515317386109
3060.0,213.0353184114192,4.576262528465334,0.10000005352730845,85.0,bim,23.0,gen_list_1,cifar,11519.275947877633,bim0.10.1_succ,1.0,0.0,conv12,0.006817115471821594,21.573270001026682,1654.8433678838094,0.18380279514541342,0.6704073422583788,0.0,1.0,0.9642458417780952,0.9224198844741642
3072.0,203.51376525222088,4.510713978614134,0.10000005352730845,85.0,bim,24.0,gen_list_1,cifar,7004.416230856876,bim0.10.1_succ,1.0,0.0,conv12,0.006623222850541975,21.799334485611567,1009.554099513812,0.14267231129112512,0.5148417572079711,0.0,1.0,0.9869463865272826,1.0059897171004977
3072.0,205.08824846396845,4.495287419675872,0.10000005352730845,85.0,bim,26.0,gen_list_1,cifar,11919.555310517288,bim0.10.1_succ,1.0,0.0,conv12,0.006577997716632866,21.624572179532294,1715.6878514559965,0.18588229566192283,0.44149467329648,0.0,1.0,0.9661592635796715,0.9786156596742015
3061.0,202.2804193584066,4.479367781035879,0.10000005352730845,85.0,bim,27.0,gen_list_1,cifar,8065.241243233888,bim0.10.1_succ,1.0,0.0,conv12,0.006531489491465591,21.614769812290238,1161.4932817880942,0.13992182438295242,0.5007976676234404,0.0,1.0,0.9832689065618908,0.9828444805886708
3071.0,205.48826426790626,4.498442573727955,0.10000005352730845,85.0,bim,28.0,gen_list_1,cifar,9266.300716226673,bim0.10.1_succ,1.0,0.0,conv12,0.00658723489229433,21.864342230480716,1337.119960834569,0.14410625777496067,0.6438095437885399,0.0,1.0,0.9794063116154271,0.9520460739055799
3072.0,205.3941314692883,4.494436365522465,0.10000005352730845,85.0,bim,29.0,gen_list_1,cifar,12615.549666191988,bim0.10.1_succ,1.0,0.0,conv12,0.006575507240797781,21.638952985380055,1795.311564495612,0.26997822625368384,0.5206967350977534,0.0,1.0,0.947873350213344,0.9963641777956423
3072.0,202.41765983820545,4.46284033155665,0.10000005352730845,85.0,bim,30.0,gen_list_1,cifar,18665.489841613602,bim0.10.1_succ,1.0,0.0,conv12,0.006483380151356989,21.81192379007939,2678.126157279456,0.31001136456546413,0.4472272064784582,0.0,1.0,0.9155054916002197,0.9434111017192365
3072.0,202.3000268408773,4.497777484543504,0.10000005352730845,85.0,bim,31.0,gen_list_1,cifar,7478.650499494536,bim0.10.1_succ,1.0,0.0,conv12,0.006585287207183106,21.809960889897862,1078.1064842353003,0.16151477258403998,0.2928371679905462,0.0,1.0,0.9857859991870904,1.0029530496106933
3072.0,204.24707617935013,4.518205415842224,0.10000005352730845,85.0,bim,32.0,gen_list_1,cifar,7142.346527600039,bim0.10.1_succ,1.0,0.0,conv12,0.006645240943927736,21.621347249083655,1030.4703724165063,0.15681855466904196,0.5122543252772037,0.0,1.0,0.9869160069225273,0.9828564778175471
3031.0,205.38825724054783,4.515027049563165,0.10000005352730845,85.0,bim,33.0,gen_list_1,cifar,10679.756599329752,bim0.10.1_succ,1.0,0.0,conv12,0.00663589494084865,21.83569666773517,1541.1653210890172,0.15412034803389482,0.47092106791236227,0.0,1.0,0.9713110225350561,0.9410549792428934
3072.0,204.1294363858945,4.501832929292588,0.10000005352730845,85.0,bim,34.0,gen_list_1,cifar,11808.483409096454,bim0.10.1_succ,1.0,0.0,conv12,0.00659716787866637,21.343184049050834,1703.1097205865979,0.17887251855156408,0.42583737957213025,0.0,1.0,0.9662062559012962,0.9622746905817531
3036.0,194.90983960473653,4.3361224300340355,0.10000005352730845,85.0,bim,37.0,gen_list_1,cifar,5888.9175610760585,bim0.10.1_succ,1.0,0.0,conv12,0.006120428947996181,22.07915462438575,849.9920347806942,0.11134313711672704,0.7010878983540915,0.0,1.0,0.9916740653833522,0.9582335087258272
3067.0,207.0274810613078,4.5238013469790035,0.10000005352730845,85.0,bim,38.0,gen_list_1,cifar,7620.926463139735,bim0.10.1_succ,1.0,0.0,conv12,0.006661711792620133,21.860478608419083,1099.8521293569202,0.1355668592012481,0.6407691793610609,0.0,1.0,0.9856027583798032,0.9750651554672632
3072.0,207.37649855640007,4.551381550979132,0.10000005352730845,85.0,bim,39.0,gen_list_1,cifar,6789.353807379999,bim0.10.1_succ,1.0,0.0,conv12,0.0067431881583962265,21.68359761436114,979.892573278864,0.14967207962699183,0.45577426187565484,0.0,1.0,0.9882739888497767,0.9803562394194353
