attack,is_succ,confidence,max_iter,batch_size,epsilon,epsilon_step,delta,norm,theta,gamma,eta,max_eval,init_eval,init_size,num_trial,max_trasl,max_rot,file_name,csv_name,dataset_name,model_name,x_test_size,correct_size,adv_size,success_rate,second_image,avg_l2,avg_l1,avg_linf,avg_mse,avg_uqi,avg_ergas,avg_sam,avg_scc,avg_vifp,avg_rase,avg_psnrb,magnet_det_rate,squeezer_det_rate
bim,True,,,500,0.1,0.07,,,,,,,,,,,,bim0.10.07_succ,gen_list_1,cifar,resnet50,100,90,90,1.0,0.5420339369773864,4.086094408618497,201.02734233854113,0.10000005348055971,34.13333333333333,0.005437424712562404,0.97810047821104,8654.181803047175,0.15158476839278093,0.4968927224481941,0.9777879259682881,1246.1169062081574,22.47765202652663,
bim,False,,,500,0.1,0.07,,,,,,,,,,,,bim0.10.07_miss,gen_list_1,cifar,resnet50,100,90,0,1.0,0.5420339369773864,0.0,0.0,0.0,0.0,,,,,,,,22.47765202652663,
bim,True,,,500,0.1,0.09,,,,,,,,,,,,bim0.10.09_succ,gen_list_1,cifar,resnet50,100,90,90,1.0,0.5345491433143615,4.28076301027407,201.7798024307441,0.1000000534753654,34.13333333333333,0.005967948628459426,0.9763347947431452,9068.4550458812,0.15878643656409194,0.4831296843007065,0.9755186722532428,1305.6887389252793,22.086729923968196,
bim,False,,,500,0.1,0.09,,,,,,,,,,,,bim0.10.09_miss,gen_list_1,cifar,resnet50,100,90,0,1.0,0.5345491433143615,0.0,0.0,0.0,0.0,,,,,,,,22.086729923968196,
bim,True,,,500,0.1,1,,,,,,,,,,,,bim0.10.001_succ,gen_list_1,cifar,resnet50,100,90,90,1.0,0.5342128610610962,1.0848099504367408,46.14989348916742,0.08627150904849852,34.12222222222222,0.0003915896729595817,0.99834487590381,2177.456084117007,0.04044310564117353,0.8675727835702091,0.9882257929707688,313.24631179566154,32.204724795080864,
bim,False,,,500,0.1,1,,,,,,,,,,,,bim0.10.001_miss,gen_list_1,cifar,resnet50,100,90,0,1.0,0.5342128610610962,0.0,0.0,0.0,0.0,,,,,,,,32.204724795080864,
bim,True,,,500,0.1,3,,,,,,,,,,,,bim0.10.003_succ,gen_list_1,cifar,resnet50,100,90,90,1.0,0.5419881558418274,1.8409404269975604,79.24662306190987,0.10000004683704423,34.13333333333333,0.0011118719988650683,0.9952760048967876,3750.664670134711,0.06844981476167297,0.7629674936325282,0.9867121701443389,539.5203348437587,28.239447039006482,
bim,False,,,500,0.1,3,,,,,,,,,,,,bim0.10.003_miss,gen_list_1,cifar,resnet50,100,90,0,1.0,0.5419881558418274,0.0,0.0,0.0,0.0,,,,,,,,28.239447039006482,
bim,True,,,500,0.1,5,,,,,,,,,,,,bim0.10.005_succ,gen_list_1,cifar,resnet50,100,90,90,1.0,0.5323327088356018,2.477569330458098,109.426878951832,0.10000005206511178,34.12222222222222,0.0020026914248018083,0.9915409920966992,5123.7634101936255,0.09187690297557995,0.6868806325815113,0.9928437342466504,737.2758126402665,25.990048590290886,
bim,False,,,500,0.1,5,,,,,,,,,,,,bim0.10.005_miss,gen_list_1,cifar,resnet50,100,90,0,1.0,0.5323327088356018,0.0,0.0,0.0,0.0,,,,,,,,25.990048590290886,
bim,True,,,500,0.1,7,,,,,,,,,,,,bim0.10.007_succ,gen_list_1,cifar,resnet50,100,90,90,1.0,0.5317987656593323,2.9426729887596235,133.96296533283584,0.10000005305202961,34.13333333333333,0.0028217982572339134,0.9883050020737574,6130.1973528641665,0.10902291035545084,0.6333877640696588,0.9962151533718104,882.0044632328948,24.6993033908249,
bim,False,,,500,0.1,7,,,,,,,,,,,,bim0.10.007_miss,gen_list_1,cifar,resnet50,100,90,0,1.0,0.5317987656593323,0.0,0.0,0.0,0.0,,,,,,,,24.6993033908249,
bim,True,,,500,0.1,9,,,,,,,,,,,,bim0.10.009_succ,gen_list_1,cifar,resnet50,100,90,90,1.0,0.5358756566047669,3.2326176975833927,150.5877877475909,0.10000005311955557,34.13333333333333,0.0034033725349428027,0.9857874514611139,6785.338273221248,0.11978782617240721,0.6023174836099718,0.9989705956271617,976.4733501305438,24.040885513929894,
bim,False,,,500,0.1,9,,,,,,,,,,,,bim0.10.009_miss,gen_list_1,cifar,resnet50,100,90,0,1.0,0.5358756566047669,0.0,0.0,0.0,0.0,,,,,,,,24.040885513929894,
bim,True,,,500,0.1,0.1,,,,,,,,,,,,bim0.10.1_succ,gen_list_1,cifar,resnet50,100,90,90,1.0,0.5296424746513366,4.445186810135924,200.99965581418292,0.10000005351172554,34.13333333333333,0.0064369847872966166,0.9746172593746742,9424.064894811343,0.16484108228381927,0.4727277175779906,0.9750608159736729,1357.0167395075675,21.757449376715286,
bim,False,,,500,0.1,0.1,,,,,,,,,,,,bim0.10.1_miss,gen_list_1,cifar,resnet50,100,90,0,1.0,0.5296424746513366,0.0,0.0,0.0,0.0,,,,,,,,21.757449376715286,
bim,True,,,500,0.01,0.1,,,,,,,,,,,,bim0.010.1_succ,gen_list_1,cifar,resnet50,100,90,75,0.8333333333333334,0.5306856179237366,0.5507098366772267,30.38175040148229,0.010000020846821904,40.96,9.877220615525462e-05,0.9993786077899868,1193.9038853135428,0.021004089678901248,0.9249902359612937,0.9989701552452451,171.90596312699842,37.69289386171041,
bim,False,,,500,0.01,0.1,,,,,,,,,,,,bim0.010.1_miss,gen_list_1,cifar,resnet50,100,90,15,0.8333333333333334,0.5306856179237366,0.5522160661146759,30.525808433974348,0.01000002083435559,204.8,9.927129490346771e-05,0.9996703164210737,1061.0663634785408,0.01907436171825291,0.897861569107009,0.9986780720183255,152.94316148919359,37.69289386171041,
bim,True,,,500,0.03,0.1,,,,,,,,,,,,bim0.030.1_succ,gen_list_1,cifar,resnet50,100,90,72,0.8,0.5355764937400818,1.644855823607971,90.52410502509113,0.030000016015339526,42.666666666666664,0.0008813682795498316,0.995621630765259,3543.089644447565,0.061484628740554416,0.7599231510185284,0.9961366905895532,510.14621738495924,29.596705480647884,
bim,False,,,500,0.03,0.1,,,,,,,,,,,,bim0.030.1_miss,gen_list_1,cifar,resnet50,100,90,18,0.8,0.5355764937400818,1.65441633020259,91.42869676466594,0.030000015982875123,170.66666666666666,0.0008910351105539099,0.996460432499707,3290.8926903079973,0.06271396239914387,0.7435171132093206,0.9943689053277753,473.9157528782015,29.596705480647884,
bim,True,,,500,0.05,0.1,,,,,,,,,,,,bim0.050.1_succ,gen_list_1,cifar,resnet50,100,90,80,0.8888888888888888,0.5308407354354858,2.731945630234049,150.15229373193577,0.0500000416063795,38.3875,0.002431545513992452,0.9895049543796862,5751.620191122509,0.10074187073211546,0.6197445729151804,0.989787184339416,828.3270417394393,25.680397540249697,
bim,False,,,500,0.05,0.1,,,,,,,,,,,,bim0.050.1_miss,gen_list_1,cifar,resnet50,100,90,10,0.8888888888888888,0.5308407354354858,2.740961967695728,151.17256144482275,0.0500000414427589,307.2,0.0024467944560336782,0.988464923441321,6118.990293489858,0.11394417076847833,0.6344754268668633,0.9894502816757148,880.563891644352,25.680397540249697,
bim,True,,,500,0.07,0.1,,,,,,,,,,,,bim0.070.1_succ,gen_list_1,cifar,resnet50,100,90,89,0.9888888888888889,0.5305423665046692,3.2884072324879328,171.95718457331785,0.07000002671664268,34.50561797752809,0.003521571154263409,0.9850698801352659,6969.504438452347,0.12249962748736128,0.5647489348825648,0.9809541182400371,1003.6212351676058,24.295428776147077,
bim,False,,,500,0.07,0.1,,,,,,,,,,,,bim0.070.1_miss,gen_list_1,cifar,resnet50,100,90,1,0.9888888888888889,0.5305423665046692,3.3286736117384974,175.33882397237946,0.07000002674027983,3072.0,0.003606792973139393,0.9866313566465674,7575.748446087579,0.13396094559812707,0.6181187562768481,1.0032303220291316,1092.5553451383628,24.295428776147077,
bim,True,,,500,0.09,0.1,,,,,,,,,,,,bim0.090.1_succ,gen_list_1,cifar,resnet50,100,90,90,1.0,0.5384847927093506,4.031298606628894,191.63349885050997,0.09000006277836488,34.12222222222222,0.005292987287510547,0.9785990901729129,8559.857072990766,0.14980635808918866,0.5044419587540636,0.9780660766074258,1232.4367235066275,22.614470631535994,
bim,False,,,500,0.09,0.1,,,,,,,,,,,,bim0.090.1_miss,gen_list_1,cifar,resnet50,100,90,0,1.0,0.5384847927093506,0.0,0.0,0.0,0.0,,,,,,,,22.614470631535994,
bim,True,,,500,1,0.1,,,,,,,,,,,,bim0.0010.1_succ,gen_list_1,cifar,resnet50,100,90,18,0.2,0.529836835861206,0.05518411797039968,3.045805414495477,0.0010000168108472707,170.66666666666666,9.914640288323688e-07,0.999991777030398,131.51472323871468,0.0021288506312678057,0.9989956998937635,0.999926766730744,18.958491207735314,55.24025852091083,
bim,False,,,500,1,0.1,,,,,,,,,,,,bim0.0010.1_miss,gen_list_1,cifar,resnet50,100,90,72,0.2,0.529836835861206,0.055214758785681745,3.049511507063485,0.0010000167913686282,42.666666666666664,9.926697097882162e-07,0.9999936784150587,114.1310112748734,0.0020584422119565246,0.9955476479415418,0.9999049185197245,16.434132612838948,55.24025852091083,
bim,True,,,500,3,0.1,,,,,,,,,,,,bim0.0030.1_succ,gen_list_1,cifar,resnet50,100,90,47,0.5222222222222223,0.5317639756202698,0.16570359663371653,9.153530338466085,0.003000050666285503,65.36170212765957,8.939013710002984e-06,0.9999208425947284,374.7958512863714,0.006335808868165054,0.9874229235231187,0.9996276837401398,53.98244023349416,46.38244531677141,
bim,False,,,500,3,0.1,,,,,,,,,,,,bim0.0030.1_miss,gen_list_1,cifar,resnet50,100,90,43,0.5222222222222223,0.5317639756202698,0.16547687042666837,9.13139593336248,0.0030000506445419014,71.4186046511628,8.917402123201472e-06,0.9999626663839589,328.5877053288995,0.006086383493570795,0.9715818710917767,0.9994743193855982,47.32606958356682,46.38244531677141,
bim,True,,,500,5,0.1,,,,,,,,,,,,bim0.0050.1_succ,gen_list_1,cifar,resnet50,100,90,59,0.6555555555555556,0.5363369107246398,0.27536542518051393,15.184005560718438,0.005000025150822651,39.42372881355932,2.4694210455501128e-05,0.9998059150661676,622.0230623273367,0.010590401085670487,0.9730714233297769,0.9994151419640342,89.57566108621641,42.26302532917867,
bim,False,,,500,5,0.1,,,,,,,,,,,,bim0.0050.1_miss,gen_list_1,cifar,resnet50,100,90,31,0.6555555555555556,0.5363369107246398,0.27672411038108,15.319812695641401,0.0050000251131220525,99.06451612903226,2.492755262852753e-05,0.9999147902054839,520.9508862848164,0.009908028487592691,0.9439983065882978,0.9992971612762452,75.04379648295232,42.26302532917867,
bim,True,,,500,7,0.1,,,,,,,,,,,,bim0.0070.1_succ,gen_list_1,cifar,resnet50,100,90,69,0.7666666666666667,0.5304167771339416,0.38558698346985193,21.27145910753405,0.0070000587725171926,33.927536231884055,4.842014621173588e-05,0.9996749945495713,834.6575430636523,0.014365187345938125,0.9524655845071233,0.9991260520798436,120.22240638331739,40.30447606718129,
bim,False,,,500,7,0.1,,,,,,,,,,,,bim0.0070.1_miss,gen_list_1,cifar,resnet50,100,90,21,0.7666666666666667,0.5304167771339416,0.38710385767171623,21.417634422136913,0.0070000587279945795,146.23809523809524,4.8780648649099436e-05,0.9998004756897901,776.3607641439529,0.01489323558590492,0.921936496630762,1.0000257490748108,111.75934761823571,40.30447606718129,
bim,True,,,500,9,0.1,,,,,,,,,,,,bim0.0090.1_succ,gen_list_1,cifar,resnet50,100,90,69,0.7666666666666667,0.530313274860382,0.49553464988474855,27.33191395071464,0.00900003302331065,33.81159420289855,7.997545799005313e-05,0.999483017850747,1065.8531177503799,0.01834515171506113,0.9284508665352977,0.9988057483476257,153.51990346892575,38.317304728625025,
bim,False,,,500,9,0.1,,,,,,,,,,,,bim0.0090.1_miss,gen_list_1,cifar,resnet50,100,90,21,0.7666666666666667,0.530313274860382,0.4974112027561636,27.51214455898858,0.009000032967657385,146.23809523809524,8.054286322435743e-05,0.9996555110351236,1019.7142110375656,0.019517978979919134,0.9302152290832869,0.9990172076331276,146.78449118408136,38.317304728625025,
fgm,True,,,500,0.01,,,,,,,,,,,,,fgm0.01_succ,gen_list_1,cifar,resnet50,100,90,68,0.7555555555555555,0.010355441570281983,0.5503514760304802,30.34868957974101,0.010000020846501083,45.1764705882353,9.865170729948141e-05,0.999359592114066,1207.8349230162833,0.020813317011360914,0.9284149895700329,0.9998258488147902,173.92752300241173,37.902409054297046,
fgm,False,,,500,0.01,,,,,,,,,,,,,fgm0.01_miss,gen_list_1,cifar,resnet50,100,90,22,0.7555555555555555,0.010355441570281983,0.5528128435237544,30.58146504872012,0.01000002083931379,139.4090909090909,9.948408947329161e-05,0.9996434940347482,1058.9873193718186,0.020264280384633043,0.8957854743385808,0.9988899358617722,152.55905581655855,37.902409054297046,
fgm,True,,,500,0.03,,,,,,,,,,,,,fgm0.03_succ,gen_list_1,cifar,resnet50,100,90,63,0.7,0.013311429023742676,1.646478700031819,90.673022499135,0.030000014851258822,48.76190476190476,0.0008830748764839213,0.9953613977519696,3612.8292611258266,0.062008057520768246,0.7724172920416856,0.9977883678065826,520.0816588122954,29.7611129904203,
fgm,False,,,500,0.03,,,,,,,,,,,,,fgm0.03_miss,gen_list_1,cifar,resnet50,100,90,27,0.7,0.013311429023742676,1.6476950463947986,90.80858255668761,0.03000001484012814,113.77777777777777,0.0008842157273087525,0.9967718790463975,3218.5268252973106,0.0610511307809558,0.7269505475665363,0.9969169413886886,463.7333835088946,29.7611129904203,
fgm,True,,,500,0.05,,,,,,,,,,,,,fgm0.05_succ,gen_list_1,cifar,resnet50,100,90,58,0.6444444444444445,0.01043635129928589,2.7390491553205645,150.86484621403534,0.050000029052730495,52.96551724137931,0.0024430311774544054,0.9885806323283487,6016.768753556028,0.10204379407895744,0.629522963546037,0.9938825652714007,866.4900424062,25.69765223071644,
fgm,False,,,500,0.05,,,,,,,,,,,,,fgm0.05_miss,gen_list_1,cifar,resnet50,100,90,32,0.6444444444444445,0.01043635129928589,2.7210914057656503,149.11978088989952,0.05000002911204805,73.03125,0.0024143085934013567,0.9909249807190604,5383.166044404061,0.10231576656113281,0.6196065604323469,0.9922465557409581,774.9831776245356,25.69765223071644,
fgm,True,,,500,0.07,,,,,,,,,,,,,fgm0.07_succ,gen_list_1,cifar,resnet50,100,90,71,0.7888888888888889,0.010460734367370605,3.8140101917708784,209.45203201874526,0.07000002673369536,43.267605633802816,0.0047384549791963755,0.9809539123243256,8062.778418989401,0.13949968131145085,0.522954857596226,0.9878215108500723,1161.230286464591,23.03501834092474,
fgm,False,,,500,0.07,,,,,,,,,,,,,fgm0.07_miss,gen_list_1,cifar,resnet50,100,90,19,0.7888888888888889,0.010460734367370605,3.7871063654020785,207.22202253990469,0.07000002667876833,123.0,0.004681148427579877,0.9800809994017862,8063.191044671847,0.15011607839432484,0.5299616062040903,0.9817842820389375,1160.234368368457,23.03501834092474,
fgm,True,,,500,0.09,,,,,,,,,,,,,fgm0.09_succ,gen_list_1,cifar,resnet50,100,90,75,0.8333333333333334,0.010375661849975586,4.883827435292857,267.7505580516379,0.09000002741657841,40.96,0.0077705512230311045,0.9703487643395181,10315.700042417124,0.17937130631062004,0.4444137657589192,0.9783871246040065,1485.4664393022722,20.975978682321607,
fgm,False,,,500,0.09,,,,,,,,,,,,,fgm0.09_miss,gen_list_1,cifar,resnet50,100,90,15,0.8333333333333334,0.010375661849975586,4.823725302091006,262.7758263509365,0.09000002817390788,155.8,0.00760628276413075,0.9699741153851704,10275.410306904067,0.18521363782728859,0.4595917831542177,0.9711390567578599,1478.4964256695125,20.975978682321607,
fgm,True,,,500,1,,,,,,,,,,,,,fgm0.001_succ,gen_list_1,cifar,resnet50,100,90,17,0.18888888888888888,0.010395412445068359,0.05516439742815197,3.0436763616236613,0.0010000168108472707,180.7058823529412,9.90770456320545e-07,0.9999915510059775,130.86445350252288,0.0020890872780849282,0.9989999452841039,0.9999624462783634,18.865264019959255,54.96955691700846,
fgm,False,,,500,1,,,,,,,,,,,,,fgm0.001_miss,gen_list_1,cifar,resnet50,100,90,73,0.18888888888888888,0.010395412445068359,0.05521823283916757,3.0498595119907255,0.0010000167948374273,42.082191780821915,9.927827519599385e-07,0.9999936795562627,114.49381578490542,0.002068506858226622,0.9957075596710284,0.9999791668909356,16.486655304180704,54.96955691700846,
fgm,True,,,500,3,,,,,,,,,,,,,fgm0.003_succ,gen_list_1,cifar,resnet50,100,90,40,0.4444444444444444,0.010437116622924805,0.16565408594800607,9.148186836788227,0.003000027011422578,76.8,8.933763353265561e-06,0.9999129255480671,380.2896747985575,0.006269844267152618,0.9887120160405225,1.0000042715520407,54.77749004075106,46.674924935379494,
fgm,False,,,500,3,,,,,,,,,,,,,fgm0.003_miss,gen_list_1,cifar,resnet50,100,90,50,0.4444444444444444,0.010437116622924805,0.1656028733368734,9.144528364140907,0.0030000260951472497,61.44,8.930192117634881e-06,0.9999626638868788,330.73727353772864,0.006174967383106176,0.9737766021371068,0.9998647774073198,47.63274950656532,46.674924935379494,
fgm,True,,,500,5,,,,,,,,,,,,,fgm0.005_succ,gen_list_1,cifar,resnet50,100,90,56,0.6222222222222222,0.010687515735626221,0.27546218479429607,15.195363544917488,0.005000025150822651,41.732142857142854,2.471198057211935e-05,0.9998135475480552,612.2754299013421,0.01041017113571084,0.972450418952954,0.9999883718175416,88.1924879888059,42.94224062168423,
fgm,False,,,500,5,,,,,,,,,,,,,fgm0.005_miss,gen_list_1,cifar,resnet50,100,90,34,0.6222222222222222,0.010687515735626221,0.2764557072606767,15.291007645514007,0.0050000251164485756,90.3529411764706,2.4879790778882985e-05,0.999891415636754,545.6645764089787,0.010262400393674324,0.9469860140749988,0.9996375951973971,78.5710518997305,42.94224062168423,
fgm,True,,,500,7,,,,,,,,,,,,,fgm0.007_succ,gen_list_1,cifar,resnet50,100,90,59,0.6555555555555556,0.013016865253448487,0.3854063227025995,21.256283576149855,0.007000026242524587,39.610169491525426,4.8378458244286026e-05,0.9996655676190669,847.1900120823938,0.014427647860864187,0.9585794757170489,1.0000410233437005,122.0297351138581,40.67117172155509,
fgm,False,,,500,7,,,,,,,,,,,,,fgm0.007_miss,gen_list_1,cifar,resnet50,100,90,31,0.6555555555555556,0.013016865253448487,0.38697250478235523,21.40209531192771,0.007000025950376913,99.09677419354838,4.8748396616337295e-05,0.9997805412227383,771.2583865882148,0.0146003209345661,0.9212664141701696,0.9992423395489426,111.03791852240467,40.67117172155509,
fgm,True,,,500,9,,,,,,,,,,,,,fgm0.009_succ,gen_list_1,cifar,resnet50,100,90,65,0.7222222222222222,0.010256447792053223,0.49553768962125677,27.335391819450848,0.00900002974370664,35.95384615384615,7.997846050277721e-05,0.9995008221213982,1069.329586503139,0.018453532483104544,0.9368117097233073,0.9998505279208042,154.02048039794053,39.04308098874316,
fgm,False,,,500,9,,,,,,,,,,,,,fgm0.009_miss,gen_list_1,cifar,resnet50,100,90,25,0.7222222222222222,0.010256447792053223,0.4970908580035781,27.475530581641287,0.009000029732199257,122.88,8.044153248010368e-05,0.9996053921136,1016.6764662976307,0.019038503323945744,0.9081467658307066,0.999156887798799,146.35966510692924,39.04308098874316,
deep,True,,100,500,10.0,,,,,,,,,,,,,deep10.0100_succ,gen_list_1,cifar,resnet50,100,90,84,0.9333333333333333,3.871931083202362,18.578375127240573,883.0864230484383,0.7429251127409373,36.57142857142857,0.16496227526527937,0.7294115625738248,39361.79124762217,0.5391900852126423,0.2891149264032934,0.4379082313686679,5674.439843517445,16.703114505568962,
deep,False,,100.0,500,10.0,,,,,,,,,,,,,deep10.0100_miss,gen_list_1,cifar,resnet50,100,90,6,0.9333333333333333,3.871931083202362,20.663968419934672,943.6865781483258,0.9529411764705883,390.0,0.16323884484211384,0.7213775115887349,40712.8868909633,0.6050654025696353,0.13543284939256314,0.3764308408784132,5877.387911534405,16.703114505568962,
deep,True,,100.0,500,8.0,,,,,,,,,,,,,deep8.0100_succ,gen_list_1,cifar,resnet50,100,90,84,0.9333333333333333,2.3859125924110414,18.110022694488492,859.8086265990718,0.7278228924756676,36.57142857142857,0.1600652434795133,0.7366475692840287,38294.70168872903,0.5261140817920136,0.3029517594605347,0.45224877993724183,5520.9659989482925,17.38490522867208,
deep,False,,100.0,500,8.0,,,,,,,,,,,,,deep8.0100_miss,gen_list_1,cifar,resnet50,100,90,6,0.9333333333333333,2.3859125924110414,19.761382165165035,898.7544650456534,0.9518818926577475,390.0,0.15406431095976555,0.7354698567302558,39085.49802551142,0.5814435119888873,0.15526772940040168,0.4186510948174649,5642.517947276335,17.38490522867208,
deep,True,,100.0,500,6.0,,,,,,,,,,,,,deep6.0100_succ,gen_list_1,cifar,resnet50,100,90,83,0.9222222222222223,2.8219160223007203,17.668223426312533,838.2005468627817,0.710325397558276,37.01204819277108,0.15562649944764811,0.744584029313583,37102.59158303852,0.5120217474081202,0.3191051962204693,0.4651011179847559,5350.363433487246,18.240395361335548,
deep,False,,100.0,500,6.0,,,,,,,,,,,,,deep6.0100_miss,gen_list_1,cifar,resnet50,100,90,7,0.9222222222222223,2.8219160223007203,16.696011715014937,749.4132039196382,0.8972592654682342,334.2857142857143,0.12400342893065056,0.7669410922178823,35252.111397806635,0.5154019827787165,0.21945571969820143,0.5370523385240139,5080.225161958783,18.240395361335548,
deep,True,,100.0,500,4.0,,,,,,,,,,,,,deep4.0100_succ,gen_list_1,cifar,resnet50,100,90,83,0.9222222222222223,3.3345511770248413,17.188724771743907,814.6593869671239,0.6945205603780548,37.01204819277108,0.15046550659312485,0.7509038001787167,36096.613236133344,0.4984412771683094,0.3346086554400574,0.47812892283211644,5205.649722983743,19.227607142791335,
deep,False,,100.0,500,4.0,,,,,,,,,,,,,deep4.0100_miss,gen_list_1,cifar,resnet50,100,90,7,0.9222222222222223,3.3345511770248413,11.49226185845715,489.7416206134807,0.7345910594910802,334.2857142857143,0.07251836025067081,0.8610441748819984,23265.698016150254,0.3706589697248303,0.361308275133227,0.7222776304427639,3350.95129626309,19.227607142791335,
